Serial Number,Common Name (India Checklist),Scientific Name (India Checklist),IUCN Status,WLPA Schedule,Analysed Long-term,Analysed Current,Long-term Trend (%),Long-term Trend CI (%),Current Annual Change (%),Current Annual Change CI (%),"Distribution Range Size (units of 10,000 sq. km.)","Distribution Range Size CI (units of 10,000 sq. km.)",Long Term Status,Current Status,Distribution Status,Status of Conservation Concern,Assessed Primarily Based On,Migratory Status
382,Bar-winged Flycatcher-shrike,Hemipus picatus,Least Concern,Schedule-IV,X,X,-51.29295336,16.69167204,-1.323094378,5.655437953,31.1401717,0.0573,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
383,Ashy Woodswallow,Artamus fuscus,Least Concern,Schedule-IV,X,X,-38.52170478,17.0657218,-7.220120007,3.588032507,65.9098896,0.0722,Stable,Strong Decline,Large,Moderate,Trends & Range Size,Resident
384,Common Iora,Aegithina tiphia,Least Concern,Schedule-IV,X,X,-39.49112163,9.305575935,-3.801464416,2.402515748,149.6794646,0.084,Moderate Decline,Moderate Decline,Very Large,Moderate,Trends & Range Size,Resident
385,Marshall's Iora,Aegithina nigrolutea,Least Concern,Schedule-IV,,X,NA,NA,-2.874465158,15.15888107,8.4089944,0.0522,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
386,White-bellied Minivet,Pericrocotus erythropygius,Least Concern,Schedule-IV,,X,NA,NA,-8.35519563,9.553144825,13.5798551,0.0776,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
387,Small Minivet,Pericrocotus cinnamomeus,Least Concern,Schedule-IV,X,X,-58.46616621,8.013389988,-6.369592926,2.752332084,137.2461029,0.1019,Strong Decline,Strong Decline,Very Large,High,Trends,Resident
388,Short-billed Minivet,Pericrocotus brevirostris,Least Concern,Schedule-IV,X,X,-56.81887005,73.53452816,0.417757474,31.20556336,9.6540989,0.0823,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
389,Long-tailed Minivet,Pericrocotus ethologus,Least Concern,Schedule-IV,X,X,-29.06134721,29.83293922,-7.208799438,5.775664912,29.3514585,0.0712,Uncertain,Moderate Decline,Large,Moderate,Trends & Range Size,Resident
390,Orange Minivet,Pericrocotus flammeus,Least Concern,Schedule-IV,X,X,-49.88309982,25.09801452,-7.23357907,6.656743177,19.6757811,0.0369,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
391,Scarlet Minivet,Pericrocotus speciosus,Least Concern,Schedule-IV,X,X,-10.01217468,33.01144964,-3.405317147,5.504599432,37.6097964,0.0752,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
392,Large Cuckooshrike,Coracina javensis,Least Concern,Schedule-IV,X,X,-64.73057534,8.478952192,-4.786709582,3.662027004,93.3218815,0.0971,Strong Decline,Moderate Decline,Large,High,Trends,Resident
393,Andaman Cuckooshrike,Coracina dobsoni,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.3229396,0.0611,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
394,Black-winged Cuckooshrike,Lalage melaschistos,Least Concern,Schedule-IV,X,X,-31.48133975,73.13252927,10.66107421,25.92241497,6.8181483,0.4417,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
395,Black-headed Cuckooshrike,Lalage melanoptera,Least Concern,Schedule-IV,X,X,-49.65610954,14.23629546,2.458081153,5.146203331,24.1818073,0.1247,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Migratory-Local
396,Isabelline Shrike,Lanius isabellinus,Least Concern,Schedule-IV,X,X,-38.22737649,65.16362579,0.845989674,18.92938541,26.5891049,0.0856,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
397,Brown Shrike,Lanius cristatus,Least Concern,Schedule-IV,X,X,-31.65969458,21.40906528,-6.410456996,4.616742039,85.829809,0.0773,Stable,Moderate Decline,Large,Low,Trends & Range Size,Migratory-Long-Distance
398,Bay-backed Shrike,Lanius vittatus,Least Concern,Schedule-IV,X,X,-57.91721398,9.526385849,-4.456362145,3.3725862,129.4043637,0.0948,Moderate Decline,Uncertain,Very Large,Moderate,Trends & Range Size,Resident
399,Long-tailed Shrike,Lanius schach,Least Concern,Schedule-IV,X,X,-18.26349381,14.37456414,-6.008107229,2.46569706,55.9634242,0.0919,Stable,Strong Decline,Large,Moderate,Trends & Range Size,Resident
400,Grey-backed Shrike,Lanius tephronotus,Least Concern,Schedule-IV,X,X,-51.33327238,39.92195932,3.923518703,16.52791016,14.4141362,0.0761,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
401,Great Grey Shrike,Lanius excubitor,Least Concern,Schedule-IV,X,X,-84.45900937,6.471064845,-7.896987162,5.881090975,4.2582648,0.0684,Strong Decline,Moderate Decline,Moderate,High,Trends,Resident
402,Black-headed Shrike-babbler,Pteruthius rufiventer,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.4434053,0.1115,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
403,Himalayan Shrike-babbler,Pteruthius ripleyi,Least Concern,Schedule-IV,,,NA,NA,NA,NA,6.0723591,0.065,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
404,Green Shrike-babbler,Pteruthius xanthochlorus,Least Concern,Schedule-IV,,X,NA,NA,1.190424929,32.88638092,9.8279927,0.1118,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
405,White-bellied Erpornis,Erpornis zantholeuca,Least Concern,Schedule-IV,,X,NA,NA,5.360738732,27.78823151,9.9624758,0.0888,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
406,Indian Golden Oriole,Oriolus kundoo,Least Concern,Schedule-IV,X,X,-9.529976065,15.09588133,-3.578857365,2.565417534,65.2435776,0.098,Stable,Uncertain,Large,Low,Trends & Range Size,Migratory-Local
407,Black-naped Oriole,Oriolus chinensis,Least Concern,Schedule-IV,X,X,-11.44077417,75.74350076,-2.345425781,14.00055123,24.229411,0.063,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
408,Black-hooded Oriole,Oriolus xanthornus,Least Concern,Schedule-IV,X,X,-18.11395713,20.90937688,0.505724865,4.471784075,97.0631092,0.0629,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
409,Maroon Oriole,Oriolus traillii,Least Concern,Schedule-IV,X,X,20.53133052,55.2766339,-1.010921754,7.377783907,16.3643836,0.0753,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
410,Black Drongo,Dicrurus macrocercus,Least Concern,Schedule-IV,X,X,32.16340602,13.50284134,-3.426519177,1.38977742,224.3541128,0.0691,Stable,Moderate Decline,Very Large,Low,Trends & Range Size,Resident
411,Ashy Drongo,Dicrurus leucophaeus,Least Concern,Schedule-IV,X,X,1.323172778,23.36005244,-0.485761933,3.894489172,23.2820705,0.0627,Stable,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
412,White-bellied Drongo,Dicrurus caerulescens,Least Concern,Schedule-IV,X,X,-30.747967,18.43612592,-7.781276574,3.467553195,92.5248591,0.0853,Stable,Strong Decline,Large,Moderate,Trends & Range Size,Resident
413,Bronzed Drongo,Dicrurus aeneus,Least Concern,Schedule-IV,X,X,-34.76758449,20.45371861,-0.866997577,5.695706293,45.5279306,0.0576,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
414,Lesser Racket-tailed Drongo,Dicrurus remifer,Least Concern,Schedule-IV,X,X,-23.26100637,53.90790411,-8.686208207,9.06897529,14.433654,0.0694,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
415,Hair-crested Drongo,Dicrurus hottentottus,Least Concern,Schedule-IV,X,X,-30.69997194,32.80728459,0.598316282,8.677328478,9.1775274,0.0802,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
416,Andaman Drongo,Dicrurus andamanensis,Least Concern,Schedule-IV,,X,NA,NA,-6.714177325,6.809421539,0.5788416,1.00E-04,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
417,Greater Racket-tailed Drongo,Dicrurus paradiseus,Least Concern,Schedule-IV,X,X,-47.26180169,16.97490045,-2.728179464,5.302442756,51.8895992,0.0532,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
418,White-throated Fantail,Rhipidura albicollis,Least Concern,Schedule-IV,X,X,52.21668645,56.83352418,1.694773995,6.492145815,36.8164245,0.0722,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
419,White-spotted Fantail,Rhipidura albogularis,Least Concern,Schedule-IV,X,X,44.65647391,51.5238639,15.77735226,8.393654007,47.1414759,0.0713,Uncertain,Strong Increase,Large,Low,Trends & Range Size,Resident
420,White-browed Fantail,Rhipidura aureola,Least Concern,Schedule-IV,X,X,-32.99522586,18.51417335,-3.756847496,4.251448393,85.5428955,0.0857,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
421,Black-naped Monarch,Hypothymis azurea,Least Concern,Schedule-IV,X,X,-46.83718217,13.56922697,-0.015624841,4.332374067,79.0816966,0.0797,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
422,Indian Paradise-flycatcher,Terpsiphone paradisi,Least Concern,Schedule-IV,X,X,-20.21237359,16.65745195,-1.925789293,3.380350195,54.3050019,0.0884,Stable,Uncertain,Large,Low,Trends & Range Size,Migratory-Local
423,Eurasian Jay,Garrulus glandarius,Least Concern,Schedule-IV,,X,NA,NA,-2.848828864,12.82092679,8.1807318,0.0629,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
424,Black-headed Jay,Garrulus lanceolatus,Least Concern,Schedule-IV,X,X,-19.93604376,59.33520675,0.829627657,13.05801556,9.0703946,0.0486,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
425,Yellow-billed Blue Magpie,Urocissa flavirostris,Least Concern,Schedule-IV,X,X,21.93399766,87.27951125,-1.379887049,12.1370772,14.4697577,0.0522,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
426,Red-billed Blue Magpie,Urocissa erythroryncha,Least Concern,Schedule-IV,X,X,-18.19179106,52.68772556,-0.286384651,10.81676905,12.1774325,0.051,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
427,Common Green Magpie,Cissa chinensis,Least Concern,Schedule-IV,X,X,-8.765933436,61.70888958,2.720704837,12.80988412,9.0714071,0.0616,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
428,Rufous Treepie,Dendrocitta vagabunda,Least Concern,Schedule-IV,X,X,18.34515236,15.7583482,-2.472228747,2.139870698,173.6997346,0.0749,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
429,Grey Treepie,Dendrocitta formosae,Least Concern,Schedule-IV,X,X,72.72612973,73.39778396,15.6299523,10.95557029,23.5397195,0.0673,Uncertain,Strong Increase,Moderate,Low,Trends & Range Size,Resident
430,White-bellied Treepie,Dendrocitta leucogastra,Least Concern,Schedule-IV,X,X,-70.09488228,22.06939501,-6.656399913,10.55912865,7.3952031,0.0342,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
431,Collared Treepie,Dendrocitta frontalis,Least Concern,Schedule-IV,,X,NA,NA,0.990577479,22.09362056,2.7854499,0.068,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
432,Andaman Treepie,Dendrocitta bayleii,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.5016529,0.0222,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
433,Large-spotted Nutcracker,Nucifraga multipunctata,Least Concern,Schedule-IV,,,NA,NA,NA,NA,2.3990613,0.0844,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
434,Red-billed Chough,Pyrrhocorax pyrrhocorax,Least Concern,Schedule-IV,X,X,-47.70244857,42.30139916,6.370887407,18.49508416,12.6834785,0.0538,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
435,Yellow-billed Chough,Pyrrhocorax graculus,Least Concern,Schedule-IV,,X,NA,NA,1.851267356,16.8026795,12.6934595,0.0624,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
436,House Crow,Corvus splendens,Least Concern,Schedule-V,X,X,47.10004882,16.02930428,1.399722431,1.852094692,217.9789637,0.0623,Moderate Increase,Stable,Very Large,Low,Trends & Range Size,Resident
437,Large-billed Crow,Corvus macrorhynchos,Least Concern,Schedule-IV,X,X,4.778673426,12.05023417,2.366035562,2.179039733,203.0057561,0.0745,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
438,Common Raven,Corvus corax,Least Concern,Schedule-IV,,X,NA,NA,-9.13648496,8.533702451,19.3355067,0.0825,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
439,Rufous-tailed Lark,Ammomanes phoenicura,Least Concern,Schedule-IV,X,X,-67.58329388,8.816884421,-3.05072365,4.244698449,91.1214222,0.0813,Strong Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
440,Ashy-crowned Sparrow Lark,Eremopterix griseus,Least Concern,Schedule-IV,X,X,-51.18866339,10.36094847,-3.520003801,3.47615278,135.9619791,0.0792,Moderate Decline,Uncertain,Very Large,Moderate,Trends & Range Size,Resident
441,Singing Bushlark,Mirafra cantillans,Least Concern,Schedule-IV,,X,NA,NA,-24.03389697,3.746918938,16.2293687,0.1035,Data Deficient,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
442,Bengal Bushlark,Mirafra assamica,Least Concern,Schedule-IV,,X,NA,NA,-6.330312631,7.573982277,24.9231348,0.0768,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
443,Jerdon's Bushlark,Mirafra affinis,Least Concern,Schedule-IV,X,X,-13.32721141,37.23661061,-1.051052065,7.308364056,36.0448172,0.0518,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
444,Indian Bushlark,Mirafra erythroptera,Least Concern,Schedule-IV,X,X,-33.85851447,17.88487945,-3.418607673,4.210042743,90.1980883,0.0964,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
445,Greater Short-toed Lark,Calandrella brachydactyla,Least Concern,Schedule-IV,X,X,-41.48048751,173.2092345,191.1569978,400.8028466,24.8879322,0.0626,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
446,Sykes's Short-toed Lark,Calandrella dukhunensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,NA,NA,,,,,Trends & Range Size,Migratory-Long-Distance
447,Sand Lark,Alaudala raytal,Least Concern,Schedule-IV,X,X,-53.57515121,26.16498256,6.223793018,11.97499773,21.7148919,0.0792,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
448,Oriental Skylark,Alauda gulgula,Least Concern,Schedule-IV,X,X,-61.11221696,9.842548463,0.330423726,4.55601645,90.1812672,0.1164,Strong Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
449,Crested Lark,Galerida cristata,Least Concern,Schedule-IV,X,X,-61.47143421,12.94774312,-1.626588818,5.721749749,41.1268596,0.0838,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
450,Malabar Lark,Galerida malabarica,Least Concern,Schedule-IV,X,X,-59.79905255,26.14552239,-10.02487759,8.207942202,15.8621432,0.0476,Moderate Decline,Moderate Decline,Moderate,Moderate,Trends & Range Size,Resident
451,Sykes's Lark,Galerida deva,Least Concern,Schedule-IV,,X,NA,NA,-5.178170883,6.819303732,31.8654608,0.0879,Data Deficient,Uncertain,Large,Low,Trends & Range Size,Resident
452,Grey-throated Martin,Riparia chinensis,Least Concern,Schedule-IV,X,X,-36.58661678,22.76202813,2.998674503,6.989829189,57.5636633,0.0912,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
453,Eurasian Crag Martin,Ptyonoprogne rupestris,Least Concern,Schedule-IV,X,X,-77.48642666,22.6217462,-3.396843949,16.34490331,4.8919561,0.0715,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
454,Dusky Crag Martin,Ptyonoprogne concolor,Least Concern,Schedule-IV,X,X,-24.61751927,17.41762407,8.154399505,5.333940767,104.7196132,0.0839,Stable,Strong Increase,Very Large,Low,Trends & Range Size,Resident
455,Barn Swallow,Hirundo rustica,Least Concern,Schedule-IV,X,X,-16.29675137,12.14461822,-0.411234469,2.273816746,140.6297803,0.0909,Stable,Uncertain,Very Large,Low,Trends & Range Size,Migratory-Local
456,Wire-tailed Swallow,Hirundo smithii,Least Concern,Schedule-IV,X,X,-5.905611961,20.40403667,-0.120051933,3.694004333,151.1085767,0.0923,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
457,Hill Swallow,Hirundo domicola,Least Concern,Schedule-IV,,X,NA,NA,-2.422009275,11.03379883,3.6778123,0.036,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
458,Red-rumped Swallow,Cecropis daurica,Least Concern,Schedule-IV,X,X,-35.76519142,10.92112462,1.079815456,2.994610667,132.6356495,0.09,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
459,Streak-throated Swallow,Petrochelidon fluvicola,Least Concern,Schedule-IV,X,X,-22.59055426,20.31748146,7.156680582,5.331043552,111.1713196,0.1301,Stable,Strong Increase,Very Large,Low,Trends & Range Size,Resident
460,Nepal House Martin,Delichon nipalense,Least Concern,Schedule-IV,,X,NA,NA,-9.039444435,23.99171014,2.7922101,0.0798,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
461,Yellow-bellied Fairy-fantail,Chelidorhynx hypoxanthus,Least Concern,Schedule-IV,X,X,-40.25525214,33.37008886,-2.535759983,9.612013952,19.206559,0.0874,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
462,Grey-headed Canary-flycatcher,Culicicapa ceylonensis,Least Concern,Schedule-IV,X,X,-47.1326582,16.31990771,-7.08680302,4.584036987,13.125781,0.0516,Moderate Decline,Moderate Decline,Moderate,Moderate,Trends & Range Size,Migratory-Local
463,Fire-capped Tit,Cephalopyrus flammiceps,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.0163889,0.0948,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
464,Yellow-browed Tit,Sylviparus modestus,Least Concern,Schedule-IV,X,X,-63.51946267,35.24199763,-0.492114781,16.3763536,7.5412618,0.0639,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
465,Sultan Tit,Melanochlora sultanea,Least Concern,Schedule-IV,,X,NA,NA,2.172221199,55.78209265,6.5727861,0.0535,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
466,Coal Tit,Periparus ater,Least Concern,Schedule-IV,X,X,-35.20309572,51.7830367,-3.306130498,13.41413546,12.7515261,0.0544,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
467,Rufous-naped Tit,Periparus rufonuchalis,Least Concern,Schedule-IV,,X,NA,NA,-7.372588084,12.47848656,9.7508702,0.0927,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
468,Rufous-vented Tit,Periparus rubidiventris,Least Concern,Schedule-IV,,X,NA,NA,-3.165779743,24.20554019,6.1098471,0.0647,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
469,Grey-crested Tit,Lophophanes dichrous,Least Concern,Schedule-IV,,X,NA,NA,3.816189611,25.74946595,6.1604952,0.0628,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
470,Green-backed Tit,Parus monticolus,Least Concern,Schedule-IV,X,X,-28.64551794,38.66796285,-3.71417152,8.368318529,18.7528932,0.0498,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
471,Cinereous Tit,Parus cinereus,Least Concern,Schedule-IV,X,X,-13.0936518,20.06921321,1.706121298,4.1298526,121.3030934,0.0784,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
472,White-naped Tit,Machlolophus nuchalis,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,3.965217,0.0958,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
473,Himalayan Black-lored Tit,Machlolophus xanthogenys,Least Concern,Schedule-IV,X,X,4.79647823,81.61191713,-8.319278531,9.700879487,8.83295,0.0508,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
474,Indian Yellow Tit,Machlolophus aplonotus,Least Concern,Schedule-IV,X,X,-42.88841375,20.04605539,-5.352296481,4.840424626,41.8718308,0.0705,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
475,Yellow-cheeked Tit,Machlolophus spilonotus,Least Concern,Schedule-IV,,X,NA,NA,-2.681045141,24.88148659,4.7708227,0.0684,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
476,Black-throated Tit,Aegithalos concinnus,Least Concern,Schedule-IV,X,X,-23.45609687,40.13513541,-5.989720496,7.106993164,15.8064995,0.052,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
477,White-throated Tit,Aegithalos niveogularis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,6.5860836,0.1444,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
478,Black-browed Tit,Aegithalos iouschistos,Least Concern,Schedule-IV,,,NA,NA,NA,NA,2.6313149,0.0939,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
479,Indian Nuthatch,Sitta castanea,Least Concern,Schedule-IV,X,X,-74.24564083,13.09212978,-8.315454476,6.576888973,24.9173403,0.0873,Strong Decline,Moderate Decline,Moderate,High,Trends,Resident
480,Chestnut-bellied Nuthatch,Sitta cinnamoventris,Least Concern,Schedule-IV,X,X,3.087149788,47.89802812,1.060121464,8.188035657,18.3112385,0.0697,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
481,Kashmir Nuthatch,Sitta cashmirensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,1.683626,0.0907,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
482,White-tailed Nuthatch,Sitta himalayensis,Least Concern,Schedule-IV,X,X,-53.23381609,30.48266845,-2.701978026,10.12113388,9.9865651,0.0514,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
483,White-cheeked Nuthatch,Sitta leucopsis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,6.9726756,0.1218,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
484,Velvet-fronted Nuthatch,Sitta frontalis,Least Concern,Schedule-IV,X,X,-62.03604562,12.71760745,-5.540512836,4.754478581,31.3315673,0.0567,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
485,Beautiful Nuthatch,Sitta formosa,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,1.969504,0.0815,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
486,Wallcreeper,Tichodroma muraria,Least Concern,Schedule-IV,X,X,-23.03989437,343.9793262,-2.971369065,78.56759649,15.0672484,0.1267,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
487,Hodgson's Treecreeper,Certhia hodgsoni,Least Concern,Schedule-IV,,,NA,NA,NA,NA,11.3083468,0.1084,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
488,Bar-tailed Treecreeper,Certhia himalayana,Least Concern,Schedule-IV,X,X,-7.331232124,61.91904329,-8.531680479,8.838387626,13.4192381,0.0546,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
489,Rusty-flanked Treecreeper,Certhia nipalensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.4864368,0.0828,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
490,Sikkim Treecreeper,Certhia discolor,Least Concern,Schedule-IV,,X,NA,NA,-2.355982282,15.2945555,2.1787235,0.0505,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
491,Indian Spotted Creeper,Salpornis spilonota,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.6107189,0.1024,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
492,Eurasian Wren,Troglodytes troglodytes,Least Concern,Schedule-IV,,X,NA,NA,-9.787500053,14.25575779,13.2408202,0.0633,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
493,Brown Dipper,Cinclus pallasii,Least Concern,Schedule-IV,X,X,-42.14941774,32.68571405,2.425294945,10.8667178,18.9865742,0.0646,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
494,Grey-headed Bulbul,Brachypodius priocephalus,Near Threatened,Schedule-IV,,X,NA,NA,-3.63227826,10.37662978,9.9447993,0.037,Data Deficient,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
495,Andaman Bulbul,Brachypodius fuscoflavescens,Least Concern,Schedule-IV,,X,NA,NA,2.019573658,10.32895861,0.509429,0.0011,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
496,Black-crested Bulbul,Pycnonotus flaviventris,Least Concern,Schedule-IV,X,X,7.606458543,50.87158314,5.37886762,9.815821845,23.0347327,0.0655,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
497,Flame-throated Bulbul,Pycnonotus gularis,Least Concern,Schedule-IV,X,X,-68.55671928,21.30610616,-4.734062338,9.921374657,9.6077059,0.0312,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
498,Striated Bulbul,Pycnonotus striatus,Least Concern,Schedule-IV,,X,NA,NA,-4.865197776,25.3389145,6.4852685,0.0679,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
499,Red-vented Bulbul,Pycnonotus cafer,Least Concern,Schedule-IV,X,X,13.68738554,8.770379671,-0.389445559,1.185877239,221.7307763,0.0657,Stable,Stable,Very Large,Low,Trends & Range Size,Resident
500,Red-whiskered Bulbul,Pycnonotus jocosus,Least Concern,Schedule-IV,X,X,24.91653869,27.23022999,-0.058822255,3.590140051,113.5003724,0.0621,Uncertain,Uncertain,Very Large,Low,Trends & Range Size,Resident
501,White-eared Bulbul,Pycnonotus leucotis,Least Concern,Schedule-IV,X,X,-10.11127368,38.48552611,-1.626700411,7.664482185,34.5009781,0.0665,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
502,Himalayan Bulbul,Pycnonotus leucogenis,Least Concern,Schedule-IV,X,X,90.16311035,103.2985543,2.915899751,10.40451832,17.2206587,0.0441,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
503,Yellow-throated Bulbul,Pycnonotus xantholaemus,Vulnerable,Schedule-IV,,X,NA,NA,-11.2133699,9.751705827,9.3673067,0.0554,Data Deficient,Moderate Decline,Moderate,Moderate,Trends & Range Size,Resident
504,White-browed Bulbul,Pycnonotus luteolus,Least Concern,Schedule-IV,X,X,-10.60378995,26.46996662,-0.347696692,5.159491128,65.0139296,0.0615,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
505,White-throated Bulbul,Alophoixus flaveolus,Least Concern,Schedule-IV,X,X,-24.75450771,210.9912535,10.11379222,70.22954485,10.2249371,0.0524,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
506,Indian Olive Bulbul,Iole cacharensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.2376,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
507,Yellow-browed Bulbul,Acritillas indica,Least Concern,Schedule-IV,X,X,-77.79295238,14.55160702,-5.759438926,9.918221604,15.136203,0.0347,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
508,Black Bulbul,Hypsipetes leucocephalus,Least Concern,Schedule-IV,X,X,36.02880419,56.63981741,3.970115443,7.899466745,25.1872591,0.0579,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
